"","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143"
"1940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.351743455508,NA,NA,NA,NA,NA,NA,NA,10.2959142169069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.86230529423456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1941",9.99698504069998,NA,9.7949868113665,NA,9.91328755934283,NA,NA,NA,NA,NA,NA,NA,NA,9.91223551322745,NA,NA,NA,NA,NA,10.3542327561159,NA,NA,NA,NA,NA,9.71366850122473,NA,9.95872807479968,NA,NA,NA,10.2116903387764,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.79608354451124,NA,10.1592172807458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1942",9.00588655287348,NA,9.31977838560153,NA,9.94942645245058,NA,NA,10.6197716079795,NA,NA,NA,10.5853615660343,NA,10.2352360023658,NA,NA,NA,NA,NA,9.8708907155414,NA,NA,NA,NA,NA,9.84520482126802,NA,9.32484074319828,NA,NA,NA,9.18489057166499,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.96212804276335,NA,10.4109132660601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1943",9.6716812800019,NA,10.4900094498309,NA,9.77583095977345,NA,NA,10.8034660150742,NA,NA,NA,10.8810527670961,9.80734148234382,9.54828676382175,NA,NA,NA,NA,NA,10.0639761388664,NA,NA,NA,NA,NA,10.7302568720795,NA,10.0864158881743,NA,10.395763117575,NA,9.07303600505236,NA,10.8015973968713,NA,NA,NA,NA,NA,NA,NA,9.52369528747625,NA,9.41748052065219,9.95306210116213,9.66569058372272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1944",9.98470115366794,NA,10.1313535210918,NA,9.5328269158504,NA,NA,10.2061304826447,NA,NA,NA,10.5359713031751,10.0243031903746,9.15239217211057,NA,NA,10.0043596132983,NA,NA,9.95276433204909,NA,NA,NA,NA,NA,9.88536785760965,NA,9.60669925381831,NA,10.3059042785559,NA,9.14844117903151,NA,10.4207509499415,NA,9.59423078325841,NA,NA,NA,9.62628045531729,NA,9.16981316928132,NA,9.34303106868953,9.94072470010965,9.48377394077339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1945",9.70793453186463,NA,9.79110681671546,9.94238438184399,10.2216996451468,NA,9.62774159181389,10.3957776097739,NA,NA,NA,9.60957924659916,9.48955072114046,10.0791038059143,NA,NA,9.79500924527976,NA,NA,9.53780775280439,NA,NA,NA,NA,9.96920070250126,10.4758526419881,NA,8.74510251284188,NA,9.24331687727496,NA,9.14056723456111,NA,10.5084268193564,NA,9.94436004697844,NA,NA,NA,9.03822664073392,NA,9.9921125619099,NA,9.53768406800553,9.87886366570085,8.92113079670269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1946",9.94450876382055,NA,8.92824226589265,9.68956216188995,9.83580409513812,NA,9.81294296918622,10.685616544148,NA,NA,10.4750151768824,9.41258189859989,9.78708532676642,10.7077904959231,NA,NA,9.14692238764048,NA,NA,9.69920038893068,NA,NA,NA,NA,10.1245338115214,10.0573589624641,NA,9.57561796489977,NA,9.4211954891743,NA,9.21821800707926,NA,9.35413864194636,NA,9.20176842088598,NA,NA,NA,9.13368165690114,NA,9.10449822912935,NA,10.0418580701171,9.41233764996883,9.79727241024177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1947",9.90546265329146,NA,9.56494399354007,10.5062849196976,9.76599291552967,10.3193368792321,9.0580090938567,10.463504419138,NA,9.98564151701066,9.55489653263996,10.2689347688043,10.7792807636641,10.3569383096822,NA,NA,9.21515385307772,10.0680272727219,NA,10.0303433946202,NA,NA,NA,NA,9.88845633463298,9.97759449643231,NA,9.96605672131661,NA,9.73084644683641,NA,9.44079683905808,NA,9.55238184766953,10.5352687482114,10.3921135426089,9.68931614335079,NA,NA,9.29532623849479,NA,9.5699849022373,NA,9.9520636393552,9.14826919067004,10.1662132132746,NA,NA,NA,10.3986077668333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1948",9.55433995055662,NA,8.97913245632983,10.9852974226918,10.5089144753908,10.3196901361421,11.2108680297333,9.33070703781482,NA,9.66874550736088,9.8768531769929,9.54731506425315,10.8237476273386,9.18767776873108,NA,NA,9.58345307738196,10.2285728488599,NA,9.07491304513079,NA,NA,NA,NA,9.94737806044495,9.38665828803704,NA,9.81857448163127,NA,9.9596335441055,9.0903940499813,9.23774110463279,NA,10.1862798977674,10.2709346427429,9.4552401398942,9.35573333109163,NA,NA,10.1803737628016,NA,10.2478702591396,NA,9.04575727916626,10.1957097748823,9.83266532523954,NA,NA,NA,9.57761886987935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1949",9.58643227736561,NA,8.88165880499207,10.4415935670803,10.2956222961122,11.3548382002248,10.1390939862867,9.93727579078111,NA,10.1948266891127,9.79586818521039,9.80820842735445,10.2200472853165,9.79624106095944,NA,10.3459501608623,8.86629386756416,9.62523264823097,NA,9.26358006271495,NA,NA,NA,NA,9.6009304177796,9.12375004874647,NA,9.30620637838491,NA,9.11021042874261,10.472592441069,8.49828576017638,NA,9.77553561384359,9.3921002221149,9.61123752917278,9.16830058861957,NA,NA,9.25970080401896,NA,9.94165190836618,NA,10.0056166733836,10.2957960296551,9.51636610595814,NA,9.82169396404756,10.4798372031143,9.8903157384626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
